season,week,home_team,away_team,closing_spread_home
2018,12,DEN,PIT,-3.0
2018,12,IND,MIA,9.0
2018,12,MIN,GB,4.0
2018,12,HOU,TEN,3.5
2018,13,DAL,NO,-7.0
2018,13,ATL,BAL,2.5
2018,13,CIN,DEN,-3.5
2018,13,DET,LA,-10.5
2018,13,GB,ARI,13.5
2018,13,HOU,CLE,5.0
2018,13,JAX,IND,-4.0
2018,13,MIA,BUF,3.5
2018,13,NYG,CHI,-3.5
2018,13,TB,CAR,-3.5
2018,13,OAK,KC,-14.0
2018,13,TEN,NYJ,10.5
2018,13,NE,MIN,6.0
2018,13,SEA,SF,10.0
2018,13,PIT,LAC,3.5
2018,13,PHI,WAS,5.5
2018,14,TEN,JAX,5.5
2018,14,BUF,NYJ,4.5
2018,14,CLE,CAR,-1.0
2018,14,GB,ATL,4.0
2018,14,HOU,IND,4.0
2018,14,KC,BAL,6.5
2018,14,MIA,NE,-8.5
2018,14,TB,NO,-8.5
2018,14,WAS,NYG,-3.0
2018,14,LAC,CIN,17.0
2018,14,SF,DEN,-3.0
2018,14,ARI,DET,-2.5
2018,14,DAL,PHI,3.5
2018,14,OAK,PIT,-10.5
2018,14,CHI,LA,-3.0
2018,14,SEA,MIN,3.0
2018,15,KC,LAC,3.5
2018,15,NYJ,HOU,-7.0
2018,15,DEN,CLE,1.0
2018,15,ATL,ARI,10.0
2018,15,BAL,TB,8.5
2018,15,BUF,DET,2.5
2018,15,CHI,GB,6.0
2018,15,CIN,OAK,3.0
2018,15,IND,DAL,3.0
2018,15,JAX,WAS,7.5
2018,15,MIN,MIA,7.5
2018,15,NYG,TEN,-2.5
2018,15,SF,SEA,-3.5
2018,15,PIT,NE,-2.5
2018,15,LA,PHI,13.5
2018,15,CAR,NO,-6.0
2018,16,TEN,WAS,12.5
2018,16,LAC,BAL,4.0
2018,16,CAR,ATL,-2.5
2018,16,CLE,CIN,10.0
2018,16,DAL,TB,7.0
2018,16,DET,MIN,-6.5
2018,16,IND,NYG,10.0
2018,16,MIA,JAX,3.0
2018,16,NE,BUF,14.0
2018,16,NYJ,GB,-3.0
2018,16,PHI,HOU,1.0
2018,16,ARI,LA,-14.5
2018,16,SF,CHI,-3.5
2018,16,NO,PIT,6.5
2018,16,SEA,KC,-1.0
2018,16,OAK,DEN,-2.5
2018,17,BUF,MIA,5.5
2018,17,GB,DET,7.5
2018,17,HOU,JAX,7.0
2018,17,NE,NYJ,14.0
2018,17,NO,CAR,8.0
2018,17,NYG,DAL,7.5
2018,17,TB,ATL,-2.5
2018,17,BAL,CLE,7.0
2018,17,DEN,LAC,-7.0
2018,17,KC,OAK,14.5
2018,17,LA,SF,10.5
2018,17,MIN,CHI,6.0
2018,17,PIT,CIN,14.0
2018,17,SEA,ARI,15.5
2018,17,WAS,PHI,-6.0
2018,17,TEN,IND,-5.0
2019,1,CHI,GB,3.5
2019,1,CAR,LA,-1.5
2019,1,CLE,TEN,5.5
2019,1,JAX,KC,-3.5
2019,1,MIA,BAL,-7.0
2019,1,MIN,ATL,3.5
2019,1,NYJ,BUF,2.5
2019,1,PHI,WAS,10.5
2019,1,LAC,IND,6.0
2019,1,SEA,CIN,9.5
2019,1,ARI,DET,-2.5
2019,1,DAL,NYG,7.0
2019,1,TB,SF,1.0
2019,1,NE,PIT,5.5
2019,1,NO,HOU,6.5
2019,1,OAK,DEN,-3.0
2019,2,CAR,TB,6.5
2019,2,BAL,ARI,13.0
2019,2,CIN,SF,1.0
2019,2,DET,LAC,-1.0
2019,2,GB,MIN,3.0
2019,2,HOU,JAX,7.5
2019,2,MIA,NE,-18.0
2019,2,NYG,BUF,-1.0
2019,2,PIT,SEA,4.0
2019,2,TEN,IND,3.0
2019,2,WAS,DAL,-6.0
2019,2,OAK,KC,-7.0
2019,2,DEN,CHI,-3.0
2019,2,LA,NO,2.0
2019,2,ATL,PHI,-1.0
2019,2,NYJ,CLE,-6.5
2019,3,JAX,TEN,-1.5
2019,3,BUF,CIN,5.5
2019,3,DAL,MIA,22.0
2019,3,GB,DEN,7.0
2019,3,IND,ATL,1.0
2019,3,KC,BAL,4.5
2019,3,MIN,OAK,8.5
2019,3,NE,NYJ,20.5
2019,3,PHI,DET,4.0
2019,3,ARI,CAR,2.5
2019,3,TB,NYG,5.0
2019,3,LAC,HOU,3.0
2019,3,SEA,NO,5.0
2019,3,SF,PIT,6.0
2019,3,CLE,LA,-4.0
2019,3,WAS,CHI,-5.0
2019,4,GB,PHI,3.5
2019,4,ATL,TEN,3.5
2019,4,BAL,CLE,7.5
2019,4,BUF,NE,-7.0
2019,4,DET,KC,-7.5
2019,4,HOU,CAR,5.5
2019,4,IND,OAK,5.5
2019,4,MIA,LAC,-15.0
2019,4,NYG,WAS,3.0
2019,4,ARI,SEA,-5.5
2019,4,LA,TB,9.0
2019,4,CHI,MIN,-1.0
2019,4,DEN,JAX,2.5
2019,4,NO,DAL,-2.5
2019,4,PIT,CIN,3.5
2019,5,SEA,LA,1.5
2019,5,CAR,JAX,3.0
2019,5,CIN,ARI,3.0
2019,5,HOU,ATL,4.0
2019,5,NO,TB,3.0
2019,5,NYG,MIN,-5.5
2019,5,OAK,CHI,-6.5
2019,5,PHI,NYJ,14.0
2019,5,PIT,BAL,-3.5
2019,5,TEN,BUF,3.5
2019,5,WAS,NE,-15.5
2019,5,LAC,DEN,4.0
2019,5,DAL,GB,3.5
2019,5,KC,IND,10.5
2019,5,SF,CLE,5.0
2019,6,NE,NYG,16.5
2019,6,TB,CAR,-2.0
2019,6,BAL,CIN,10.5
2019,6,CLE,SEA,1.0
2019,6,JAX,NO,2.5
2019,6,KC,HOU,3.5
2019,6,MIA,WAS,-6.0
2019,6,MIN,PHI,3.5
2019,6,ARI,ATL,-3.0
2019,6,LA,SF,3.0
2019,6,DEN,TEN,1.0
2019,6,NYJ,DAL,-7.0
2019,6,LAC,PIT,6.0
2019,6,GB,DET,3.5
2019,7,DEN,KC,-3.0
2019,7,ATL,LA,-3.0
2019,7,BUF,MIA,17.0
2019,7,CIN,JAX,-4.0
2019,7,DET,MIN,-2.5
2019,7,GB,OAK,5.5
2019,7,IND,HOU,1.5
2019,7,NYG,ARI,3.5
2019,7,WAS,SF,-10.0
2019,7,TEN,LAC,3.0
2019,7,CHI,NO,4.0
2019,7,SEA,BAL,3.0
2019,7,DAL,PHI,3.0
2019,7,NYJ,NE,-9.5
2019,8,MIN,WAS,16.5
2019,8,ATL,SEA,-7.5
2019,8,BUF,PHI,1.0
2019,8,CHI,LAC,3.5
2019,8,DET,NYG,6.5
2019,8,IND,DEN,6.0
2019,8,JAX,NYJ,7.0
2019,8,LA,CIN,12.0
2019,8,NO,ARI,12.5
2019,8,TEN,TB,2.0
2019,8,SF,CAR,4.5
2019,8,HOU,OAK,5.0
2019,8,NE,CLE,9.5
2019,8,KC,GB,-5.0
2019,8,PIT,MIA,14.0
2019,9,ARI,SF,-10.5
2019,9,JAX,HOU,1.0
2019,9,BUF,WAS,10.5
2019,9,CAR,TEN,3.5
2019,9,KC,MIN,-5.5
2019,9,MIA,NYJ,-3.5
2019,9,PHI,CHI,5.0
2019,9,PIT,IND,1.0
2019,9,OAK,DET,2.5
2019,9,SEA,TB,4.0
2019,9,DEN,CLE,-4.0
2019,9,LAC,GB,-4.0
2019,9,BAL,NE,-3.0
2019,9,NYG,DAL,-6.5
2019,10,OAK,LAC,-1.0
2019,10,CHI,DET,6.0
2019,10,CIN,BAL,-10.5
2019,10,CLE,BUF,3.0
2019,10,NO,ATL,14.0
2019,10,NYJ,NYG,-3.0
2019,10,TB,ARI,5.5
2019,10,TEN,KC,-5.0
2019,10,IND,MIA,11.0
2019,10,GB,CAR,5.0
2019,10,PIT,LA,-4.0
2019,10,DAL,MIN,3.5
2019,10,SF,SEA,6.5
2019,11,CLE,PIT,3.0
2019,11,BAL,HOU,4.0
2019,11,CAR,ATL,3.5
2019,11,DET,DAL,-7.5
2019,11,IND,JAX,2.5
2019,11,MIA,BUF,-7.0
2019,11,MIN,DEN,10.0
2019,11,TB,NO,-5.0
2019,11,WAS,NYJ,1.0
2019,11,SF,ARI,10.0
2019,11,OAK,CIN,13.0
2019,11,PHI,NE,-4.5
2019,11,LA,CHI,5.0
2019,11,LAC,KC,-5.5
2019,12,HOU,IND,3.5
2019,12,ATL,TB,3.5
2019,12,BUF,DEN,3.5
2019,12,CHI,NYG,6.0
2019,12,CIN,PIT,-5.5
2019,12,CLE,MIA,11.0
2019,12,NO,CAR,10.0
2019,12,NYJ,OAK,-3.5
2019,12,PHI,SEA,-1.0
2019,12,WAS,DET,-4.0
2019,12,TEN,JAX,4.5
2019,12,NE,DAL,5.5
2019,12,SF,GB,3.0
2019,12,LA,BAL,-3.5
2019,13,DET,CHI,-5.5
2019,13,DAL,BUF,6.5
2019,13,ATL,NO,-7.0
2019,13,BAL,SF,5.5
2019,13,CAR,WAS,10.5
2019,13,CIN,NYJ,-2.5
2019,13,IND,TEN,-1.0
2019,13,JAX,TB,-3.0
2019,13,MIA,PHI,-10.5
2019,13,NYG,GB,-6.5
2019,13,PIT,CLE,-1.0
2019,13,ARI,LA,-2.5
2019,13,DEN,LAC,-4.5
2019,13,KC,OAK,11.5
2019,13,HOU,NE,-3.5
2019,13,SEA,MIN,2.5
2019,14,CHI,DAL,-3.0
2019,14,ATL,CAR,3.5
2019,14,BUF,BAL,-6.5
2019,14,CLE,CIN,6.5
2019,14,GB,WAS,13.0
2019,14,HOU,DEN,8.0
2019,14,MIN,DET,12.0
2019,14,NO,SF,1.0
2019,14,NYJ,MIA,5.0
2019,14,TB,IND,3.0
2019,14,JAX,LAC,-3.5
2019,14,ARI,PIT,-2.5
2019,14,NE,KC,3.0
2019,14,OAK,TEN,-3.0
2019,14,LA,SEA,1.0
2019,14,PHI,NYG,9.5
2019,15,BAL,NYJ,17.0
2019,15,CAR,SEA,-6.0
2019,15,CIN,NE,-10.5
2019,15,DET,TB,-5.5
2019,15,GB,CHI,4.0
2019,15,KC,DEN,10.0
2019,15,NYG,MIA,3.5
2019,15,TEN,HOU,3.0
2019,15,WAS,PHI,-7.0
2019,15,ARI,CLE,-3.0
2019,15,LAC,MIN,-1.0
2019,15,OAK,JAX,7.0
2019,15,DAL,LA,-1.0
2019,15,SF,ATL,10.5
2019,15,PIT,BUF,1.0
2019,15,NO,IND,8.0
2019,16,TB,HOU,-3.0
2019,16,NE,BUF,7.0
2019,16,SF,LA,7.0
2019,16,ATL,JAX,7.5
2019,16,CLE,BAL,-9.5
2019,16,IND,CAR,7.5
2019,16,MIA,CIN,-1.5
2019,16,NYJ,PIT,-3.0
2019,16,TEN,NO,-3.5
2019,16,WAS,NYG,-1.0
2019,16,DEN,DET,9.5
2019,16,LAC,OAK,7.5
2019,16,PHI,DAL,-2.0
2019,16,SEA,ARI,8.0
2019,16,CHI,KC,-6.5
2019,16,MIN,GB,4.0
2019,17,BUF,NYJ,-1.5
2019,17,CAR,NO,-13.5
2019,17,CIN,CLE,-2.5
2019,17,DET,GB,-13.5
2019,17,KC,LAC,10.0
2019,17,MIN,CHI,-5.5
2019,17,NE,MIA,17.5
2019,17,TB,ATL,1.0
2019,17,BAL,PIT,-2.0
2019,17,DAL,WAS,13.0
2019,17,DEN,OAK,5.5
2019,17,HOU,TEN,-10.0
2019,17,JAX,IND,-5.0
2019,17,LA,ARI,7.0
2019,17,NYG,PHI,-4.0
2019,17,SEA,SF,-3.5
2020,1,KC,HOU,9.5
2020,1,ATL,SEA,1.0
2020,1,BAL,CLE,7.0
2020,1,BUF,NYJ,6.5
2020,1,CAR,LV,-3.0
2020,1,DET,CHI,2.5
2020,1,JAX,IND,-7.0
2020,1,MIN,GB,1.0
2020,1,NE,MIA,7.5
2020,1,WAS,PHI,-5.5
2020,1,CIN,LAC,-2.5
2020,1,NO,TB,4.0
2020,1,SF,ARI,7.0
2020,1,LA,DAL,1.0
2020,1,NYG,PIT,-6.0
2020,1,DEN,TEN,-3.0
2020,2,CLE,CIN,6.0
2020,2,CHI,NYG,4.5
2020,2,DAL,ATL,3.0
2020,2,GB,DET,7.0
2020,2,IND,MIN,3.5
2020,2,MIA,BUF,-5.5
2020,2,NYJ,SF,-7.0
2020,2,PHI,LA,2.0
2020,2,PIT,DEN,6.0
2020,2,TB,CAR,7.5
2020,2,TEN,JAX,7.0
2020,2,ARI,WAS,7.5
2020,2,HOU,BAL,-7.5
2020,2,LAC,KC,-8.5
2020,2,SEA,NE,4.0
2020,2,LV,NO,-4.0
2020,3,JAX,MIA,3.0
2020,3,ATL,CHI,2.5
2020,3,BUF,LA,1.5
2020,3,CLE,WAS,7.5
2020,3,MIN,TEN,-3.0
2020,3,NE,LV,7.0
2020,3,NYG,SF,-3.0
2020,3,PHI,CIN,5.5
2020,3,PIT,HOU,4.0
2020,3,IND,NYJ,12.5
2020,3,LAC,CAR,6.0
2020,3,ARI,DET,4.5
2020,3,DEN,TB,-6.0
2020,3,SEA,DAL,5.5
2020,3,NO,GB,3.5
2020,3,BAL,KC,3.5
2020,4,NYJ,DEN,1.0
2020,4,CAR,ARI,-3.0
2020,4,CIN,JAX,1.0
2020,4,DAL,CLE,3.5
2020,4,DET,NO,-3.0
2020,4,HOU,MIN,3.5
2020,4,MIA,SEA,-4.5
2020,4,TB,LAC,7.5
2020,4,WAS,BAL,-14.5
2020,4,LA,NYG,13.5
2020,4,CHI,IND,-3.5
2020,4,LV,BUF,-3.0
2020,4,SF,PHI,8.5
2020,4,KC,NE,7.0
2020,4,GB,ATL,5.0
2020,5,CHI,TB,-3.5
2020,5,ATL,CAR,2.5
2020,5,BAL,CIN,12.5
2020,5,HOU,JAX,6.5
2020,5,KC,LV,11.0
2020,5,NYJ,ARI,-7.0
2020,5,PIT,PHI,7.5
2020,5,WAS,LA,-7.0
2020,5,SF,MIA,8.5
2020,5,CLE,IND,1.0
2020,5,DAL,NYG,7.5
2020,5,SEA,MIN,6.5
2020,5,NO,LAC,7.0
2020,5,TEN,BUF,-3.0
2020,6,CAR,CHI,2.0
2020,6,IND,CIN,7.5
2020,6,JAX,DET,-3.0
2020,6,MIN,ATL,3.5
2020,6,NE,DEN,7.0
2020,6,NYG,WAS,2.0
2020,6,PHI,BAL,-10.5
2020,6,PIT,CLE,3.0
2020,6,TEN,HOU,4.0
2020,6,MIA,NYJ,9.5
2020,6,TB,GB,-3.0
2020,6,SF,LA,-2.0
2020,6,BUF,KC,-5.5
2020,6,DAL,ARI,1.0
2020,7,PHI,NYG,5.0
2020,7,ATL,DET,1.0
2020,7,CIN,CLE,-4.5
2020,7,HOU,GB,-2.5
2020,7,NO,CAR,7.0
2020,7,NYJ,BUF,-9.5
2020,7,TEN,PIT,1.0
2020,7,WAS,DAL,-1.0
2020,7,LV,TB,-3.5
2020,7,DEN,KC,-7.0
2020,7,LAC,JAX,8.0
2020,7,NE,SF,3.0
2020,7,ARI,SEA,-3.5
2020,7,LA,CHI,6.5
2020,8,CAR,ATL,1.5
2020,8,BAL,PIT,4.0
2020,8,BUF,NE,4.0
2020,8,CIN,TEN,-7.5
2020,8,CLE,LV,1.0
2020,8,DET,IND,-3.5
2020,8,GB,MIN,5.5
2020,8,KC,NYJ,20.0
2020,8,MIA,LA,-3.5
2020,8,DEN,LAC,-3.0
2020,8,CHI,NO,-5.5
2020,8,SEA,SF,1.0
2020,8,PHI,DAL,10.0
2020,8,NYG,TB,-13.0
2020,9,SF,GB,-6.0
2020,9,ATL,DEN,4.5
2020,9,BUF,SEA,-3.0
2020,9,IND,BAL,1.0
2020,9,JAX,HOU,-7.0
2020,9,KC,CAR,10.0
2020,9,MIN,DET,3.0
2020,9,TEN,CHI,6.5
2020,9,WAS,NYG,3.0
2020,9,LAC,LV,-1.0
2020,9,ARI,MIA,6.0
2020,9,DAL,PIT,-14.0
2020,9,TB,NO,3.0
2020,9,NYJ,NE,-9.5
2020,10,TEN,IND,-1.0
2020,10,CAR,TB,-6.0
2020,10,CLE,HOU,4.5
2020,10,DET,WAS,2.5
2020,10,GB,JAX,13.5
2020,10,NYG,PHI,-4.5
2020,10,ARI,BUF,3.0
2020,10,LV,DEN,3.5
2020,10,MIA,LAC,1.0
2020,10,LA,SEA,3.0
2020,10,NO,SF,9.5
2020,10,PIT,CIN,6.5
2020,10,NE,BAL,-7.0
2020,10,CHI,MIN,-3.5
2020,11,SEA,ARI,3.0
2020,11,BAL,TEN,6.0
2020,11,CAR,DET,-3.0
2020,11,CLE,PHI,2.5
2020,11,HOU,NE,-2.5
2020,11,JAX,PIT,-11.0
2020,11,NO,ATL,3.5
2020,11,WAS,CIN,2.0
2020,11,DEN,MIA,-4.0
2020,11,LAC,NYJ,10.0
2020,11,IND,GB,1.5
2020,11,MIN,DAL,7.0
2020,11,LV,KC,-7.5
2020,11,TB,LA,4.0
2020,12,DET,HOU,-3.0
2020,12,DAL,WAS,2.5
2020,12,ATL,LV,-3.5
2020,12,BUF,LAC,4.5
2020,12,CIN,NYG,-6.5
2020,12,IND,TEN,3.0
2020,12,JAX,CLE,-7.5
2020,12,MIN,CAR,3.0
2020,12,NE,ARI,-1.0
2020,12,NYJ,MIA,-7.5
2020,12,DEN,NO,-17.0
2020,12,LA,SF,5.0
2020,12,TB,KC,-3.5
2020,12,GB,CHI,7.5
2020,12,PHI,SEA,-6.5
2020,12,PIT,BAL,10.5
2020,13,ATL,NO,-2.5
2020,13,CHI,DET,3.0
2020,13,HOU,IND,-3.5
2020,13,MIA,CIN,10.5
2020,13,MIN,JAX,10.5
2020,13,NYJ,LV,-7.5
2020,13,TEN,CLE,4.0
2020,13,ARI,LA,-2.5
2020,13,SEA,NYG,11.0
2020,13,GB,PHI,8.0
2020,13,LAC,NE,2.5
2020,13,KC,DEN,13.0
2020,13,PIT,WAS,5.5
2020,13,SF,BUF,1.5
2020,13,BAL,DAL,8.5
2020,14,LA,NE,5.0
2020,14,CAR,DEN,4.0
2020,14,CHI,HOU,-1.0
2020,14,CIN,DAL,-3.0
2020,14,JAX,TEN,-7.5
2020,14,MIA,KC,-7.5
2020,14,NYG,ARI,-3.0
2020,14,TB,MIN,7.0
2020,14,LV,IND,-2.5
2020,14,SEA,NYJ,16.5
2020,14,DET,GB,-9.5
2020,14,LAC,ATL,1.0
2020,14,PHI,NO,-7.5
2020,14,SF,WAS,3.0
2020,14,BUF,PIT,2.0
2020,14,CLE,BAL,-3.0
2020,15,LV,LAC,3.5
2020,15,DEN,BUF,-5.5
2020,15,GB,CAR,9.5
2020,15,ATL,TB,-6.0
2020,15,BAL,JAX,13.0
2020,15,DAL,SF,-4.0
2020,15,IND,HOU,7.5
2020,15,MIA,NE,-1.5
2020,15,MIN,CHI,2.5
2020,15,TEN,DET,9.5
2020,15,WAS,SEA,-6.0
2020,15,ARI,PHI,6.5
2020,15,LA,NYJ,17.5
2020,15,NO,KC,-2.5
2020,15,NYG,CLE,-6.0
2020,15,CIN,PIT,-14.5
2020,16,NO,MIN,6.5
2020,16,DET,TB,-12.0
2020,16,ARI,SF,6.0
2020,16,LV,MIA,-2.0
2020,16,BAL,NYG,10.0
2020,16,HOU,CIN,7.5
2020,16,JAX,CHI,-9.5
2020,16,KC,ATL,11.0
2020,16,NYJ,CLE,-6.5
2020,16,PIT,IND,-1.0
2020,16,LAC,DEN,2.5
2020,16,WAS,CAR,-1.0
2020,16,DAL,PHI,-3.0
2020,16,SEA,LA,1.5
2020,16,GB,TEN,3.0
2020,16,NE,BUF,-7.0
2020,17,BUF,MIA,-3.5
2020,17,CIN,BAL,-13.5
2020,17,CLE,PIT,10.5
2020,17,DET,MIN,-3.0
2020,17,NE,NYJ,3.0
2020,17,NYG,DAL,-1.5
2020,17,TB,ATL,7.5
2020,17,CAR,NO,-6.0
2020,17,CHI,GB,-4.5
2020,17,DEN,LV,-2.5
2020,17,HOU,TEN,-7.0
2020,17,IND,JAX,15.5
2020,17,KC,LAC,-7.0
2020,17,LA,ARI,1.0
2020,17,SF,SEA,-7.0
2020,17,PHI,WAS,-6.5
2021,1,TB,DAL,10.0
2021,1,ATL,PHI,3.5
2021,1,BUF,PIT,6.5
2021,1,CAR,NYJ,3.5
2021,1,CIN,MIN,-3.0
2021,1,DET,SF,-9.5
2021,1,HOU,JAX,-3.5
2021,1,IND,SEA,-3.0
2021,1,TEN,ARI,2.5
2021,1,WAS,LAC,2.5
2021,1,KC,CLE,5.5
2021,1,NE,MIA,3.5
2021,1,NO,GB,-4.0
2021,1,NYG,DEN,-3.0
2021,1,LA,CHI,9.5
2021,1,LV,BAL,-3.0
2021,2,WAS,NYG,4.0
2021,2,CAR,NO,-3.0
2021,2,CHI,CIN,2.0
2021,2,CLE,HOU,13.5
2021,2,IND,LA,-4.0
2021,2,JAX,DEN,-6.0
2021,2,MIA,BUF,-3.5
2021,2,NYJ,NE,-5.5
2021,2,PHI,SF,-3.0
2021,2,PIT,LV,5.5
2021,2,ARI,MIN,4.0
2021,2,TB,ATL,13.5
2021,2,LAC,DAL,3.0
2021,2,SEA,TEN,6.5
2021,2,BAL,KC,-3.5
2021,2,GB,DET,11.5
2021,3,HOU,CAR,-8.0
2021,3,BUF,WAS,7.5
2021,3,CLE,CHI,7.5
2021,3,DET,BAL,-7.5
2021,3,JAX,ARI,-8.0
2021,3,KC,LAC,6.5
2021,3,NE,NO,3.0
2021,3,NYG,ATL,3.0
2021,3,PIT,CIN,2.5
2021,3,TEN,IND,4.5
2021,3,DEN,NYJ,10.5
2021,3,LV,MIA,4.0
2021,3,LA,TB,-1.0
2021,3,MIN,SEA,-2.0
2021,3,SF,GB,3.5
2021,3,DAL,PHI,3.5
2021,4,CIN,JAX,7.5
2021,4,ATL,WAS,-1.0
2021,4,BUF,HOU,19.0
2021,4,CHI,DET,3.0
2021,4,DAL,CAR,4.5
2021,4,MIA,IND,2.5
2021,4,MIN,CLE,-1.0
2021,4,NO,NYG,7.5
2021,4,NYJ,TEN,-5.5
2021,4,PHI,KC,-7.5
2021,4,LA,ARI,3.5
